Ag,Al,Au,Cd,Co,Cu,Fe,Hf,Mn,Nb,Ni,Pd,Pt,Ru,Si,Ta,Ti,Zn,Zr,Cooling_Rate,Heating_Rate,Density,AF,AS,MS,MF
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.04116898859161,0.0,0.0,0.0,0.0,0.0,50.95883101140839,0.0,0.0,9.34627179370652,13.231006840498791,6.443897142070564,65.96568187952074,55.965681879520744,35.965681879520744,20.965681879520744
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.93981970432399,0.0,0.0,0.0,0.0,0.0,49.06018029567601,0.0,0.0,7.418319308810066,15.378427965390399,6.407845638134227,97.50309835254025,87.50309835254025,67.50309835254025,52.50309835254025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.664885281600846,0.0,0.0,0.0,0.0,0.0,49.335114718399154,0.0,0.0,18.945464785138597,14.779418892539008,6.402535074341546,97.5303573468778,87.5303573468778,67.5303573468778,52.53035734687781
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.42467822135655,0.0,0.0,0.0,0.0,0.0,50.57532177864345,0.0,0.0,17.121805693466253,8.364039641908397,6.496264841467792,78.67189440616431,68.67189440616431,48.67189440616431,33.67189440616431
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3636499344142,0.0,0.0,0.0,0.0,0.0,50.6363500655858,0.0,0.0,14.501056347656352,15.682688320213037,6.48359801205122,81.59186060848997,71.59186060848997,51.59186060848997,36.59186060848997
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.36680901970687,0.0,0.0,0.0,0.0,0.0,50.63319098029313,0.0,0.0,18.071908852815767,8.558736312452002,6.46959742060937,72.42227609891599,62.42227609891599,42.42227609891599,27.422276098915987
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.60848448591908,0.0,0.0,0.0,0.0,0.0,50.39151551408092,0.0,0.0,17.055081153486718,9.880995472389015,6.440895294441427,64.66053858490322,54.66053858490322,34.66053858490322,19.66053858490322
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.049512863264475,0.0,0.0,0.0,0.0,0.0,49.950487136735525,0.0,0.0,7.798550883290538,16.197371076770363,6.417329432007085,66.4332272684958,56.4332272684958,36.4332272684958,21.4332272684958
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86389003728423,0.0,0.0,0.0,0.0,0.0,50.13610996271577,0.0,0.0,18.388384977349666,14.74449348570822,6.415643704267109,83.62592280385192,73.62592280385192,53.62592280385192,38.62592280385192
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.58245828039608,0.0,0.0,0.0,0.0,0.0,50.41754171960392,0.0,0.0,13.09013362873476,17.73835115741267,6.42502428981646,87.618726471884,77.618726471884,57.618726471884,42.618726471884
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.22370578944476,0.0,0.0,0.0,0.0,0.0,49.77629421055524,0.0,0.0,17.111602327460936,14.86419338450515,6.454922666470612,89.57895218629243,79.57895218629243,59.578952186292426,44.578952186292426
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.278987721304084,0.0,0.0,0.0,0.0,0.0,50.721012278695916,0.0,0.0,18.4413694988524,13.524629050032074,6.471459592270007,89.48090713972769,79.48090713972769,59.48090713972769,44.48090713972769
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.584289297070434,0.0,0.0,0.0,0.0,0.0,50.415710702929566,0.0,0.0,9.770052124577958,6.405121517421387,6.466019737671774,54.560305152434516,44.560305152434516,24.560305152434516,9.560305152434516
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.732723686587384,0.0,0.0,0.0,0.0,0.0,50.267276313412616,0.0,0.0,6.650778867915151,10.515737045891502,6.427993389694595,74.72101523512907,64.72101523512907,44.72101523512907,29.721015235129073
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.91213996843407,0.0,0.0,0.0,0.0,0.0,50.08786003156593,0.0,0.0,8.419027438129126,8.978035515225882,6.495486528066319,52.877938000832216,42.877938000832216,22.877938000832216,7.877938000832216
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.570351922786024,0.0,0.0,0.0,0.0,0.0,49.429648077213976,0.0,0.0,11.406616829393844,8.659844650686253,6.473789691669577,77.47644411618677,67.47644411618677,47.47644411618677,32.47644411618677
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.39934756431672,0.0,0.0,0.0,0.0,0.0,50.60065243568328,0.0,0.0,17.270221488837397,19.595158321286682,6.45543540525114,72.07652506866884,62.07652506866884,42.07652506866884,27.076525068668843
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.028468876827226,0.0,0.0,0.0,0.0,0.0,49.971531123172774,0.0,0.0,17.910958748845154,10.896465870001407,6.461172074623436,94.38520913791498,84.38520913791498,64.38520913791498,49.385209137914984
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.18482913772409,0.0,0.0,0.0,0.0,0.0,49.81517086227591,0.0,0.0,5.104281957967861,18.3806983276567,6.4419600062427795,67.54575062760394,57.54575062760394,37.54575062760394,22.545750627603937
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.09290082544,0.0,0.0,0.0,0.0,0.0,50.90709917456,0.0,0.0,12.661209538663485,14.467079389958943,6.424773098950116,55.853350821380296,45.853350821380296,25.853350821380296,10.853350821380296
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.215089703802875,0.0,0.0,0.0,0.0,0.0,49.784910296197125,0.0,0.0,11.261165047231685,16.922169553124725,6.435597267865126,57.149584102641796,47.149584102641796,27.149584102641796,12.149584102641796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.34104824737458,0.0,0.0,0.0,0.0,0.0,50.65895175262542,0.0,0.0,8.331617157060954,12.539556396577883,6.475784611046437,88.07553158587362,78.07553158587362,58.07553158587362,43.07553158587362
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.13010318597056,0.0,0.0,0.0,0.0,0.0,50.86989681402944,0.0,0.0,6.797980510005242,13.653558269395386,6.401439348862976,80.91090316581305,70.91090316581305,50.91090316581305,35.91090316581305
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.897771074506664,0.0,0.0,0.0,0.0,0.0,49.102228925493336,0.0,0.0,10.06422757105442,12.38776540728296,6.411607264050692,55.05613380613951,45.05613380613951,25.056133806139513,10.056133806139513
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.93126406614912,0.0,0.0,0.0,0.0,0.0,49.06873593385088,0.0,0.0,19.143645558687787,7.928644816970667,6.404600264202176,54.20534030574987,44.20534030574987,24.20534030574987,9.205340305749871
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.61679469623292,0.0,0.0,0.0,0.0,0.0,49.38320530376708,0.0,0.0,9.848043980311328,15.83678172892258,6.404072880231897,85.048456572956,75.048456572956,55.048456572956,40.048456572956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.609227538346744,0.0,0.0,0.0,0.0,0.0,50.390772461653256,0.0,0.0,12.781859326150492,9.211585436612836,6.485546058401101,53.638150318209675,43.638150318209675,23.638150318209675,8.638150318209675
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.195344228012765,0.0,0.0,0.0,0.0,0.0,50.804655771987235,0.0,0.0,15.545284383427667,5.364739496471808,6.470365785938003,91.09300296451781,81.09300296451781,61.09300296451781,46.09300296451781
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.368466053024314,0.0,0.0,0.0,0.0,0.0,49.631533946975686,0.0,0.0,10.45444403568941,14.682084438607518,6.447417382908733,85.31211135782482,75.31211135782482,55.31211135782482,40.31211135782482
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8803049874792,0.0,0.0,0.0,0.0,0.0,50.1196950125208,0.0,0.0,19.57673124081441,7.656660191105734,6.409783416065101,54.06743903209499,44.06743903209499,24.06743903209499,9.067439032094988
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.24407646968956,0.0,0.0,0.0,0.0,0.0,50.75592353031044,0.0,0.0,19.43670942413167,19.106878765293715,6.449161587511683,54.241885704259595,44.241885704259595,24.241885704259595,9.241885704259595
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99035382022254,0.0,0.0,0.0,0.0,0.0,50.00964617977746,0.0,0.0,8.776734437380462,19.308928655038812,6.447347177078057,99.33197892505876,89.33197892505876,69.33197892505876,54.33197892505876
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.06877704223044,0.0,0.0,0.0,0.0,0.0,50.93122295776956,0.0,0.0,12.45872758838578,18.72296585330673,6.4173201869910015,68.71353978780601,58.71353978780601,38.71353978780601,23.713539787806013
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.81864080415757,0.0,0.0,0.0,0.0,0.0,49.18135919584243,0.0,0.0,9.513174647251546,10.552380503831666,6.443385164923797,68.53210735334454,58.53210735334454,38.53210735334454,23.532107353344543
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.517559963200036,0.0,0.0,0.0,0.0,0.0,50.482440036799964,0.0,0.0,9.272607415662014,5.231849247933011,6.439850473439738,90.63997836287513,80.63997836287513,60.63997836287513,45.63997836287513
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.325044568707966,0.0,0.0,0.0,0.0,0.0,49.674955431292034,0.0,0.0,5.553304210317992,18.92477843881588,6.461585009805222,97.36242886919294,87.36242886919294,67.36242886919294,52.36242886919294
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.62342215217882,0.0,0.0,0.0,0.0,0.0,50.37657784782118,0.0,0.0,14.143465009698453,11.422762224759715,6.4635093650867645,99.30005319114355,89.30005319114355,69.30005319114355,54.30005319114355
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04013604235562,0.0,0.0,0.0,0.0,0.0,49.95986395764438,0.0,0.0,12.540185348432923,19.499822285655043,6.404530400977205,87.66890926294708,77.66890926294708,57.66890926294708,42.66890926294708
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.09342055868656,0.0,0.0,0.0,0.0,0.0,49.90657944131344,0.0,0.0,5.77218126874984,19.45429965633879,6.437461261462647,68.81297927654579,58.81297927654579,38.81297927654579,23.81297927654579
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.369708911051056,0.0,0.0,0.0,0.0,0.0,50.630291088948944,0.0,0.0,9.179696963549173,17.7951418320104,6.462585991571424,54.17503583493344,44.17503583493344,24.17503583493344,9.175035834933439
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.939169255529116,0.0,0.0,0.0,0.0,0.0,49.060830744470884,0.0,0.0,18.623988289499806,9.416733381043786,6.450313625858009,88.85734579637185,78.85734579637185,58.857345796371845,43.857345796371845
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.55026564672223,0.0,0.0,0.0,0.0,0.0,49.44973435327777,0.0,0.0,8.593428360004587,10.776465929028879,6.485648984118832,77.92021248679025,67.92021248679025,47.92021248679025,32.92021248679025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.87899788312838,0.0,0.0,0.0,0.0,0.0,49.12100211687162,0.0,0.0,7.173423081368346,17.767050072752852,6.465869363161895,71.21110046234881,61.21110046234881,41.21110046234881,26.21110046234881
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.789654700855294,0.0,0.0,0.0,0.0,0.0,49.210345299144706,0.0,0.0,12.341791404163445,9.753830077344166,6.4162934427081435,95.3177192547368,85.3177192547368,65.3177192547368,50.3177192547368
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.19579995762217,0.0,0.0,0.0,0.0,0.0,49.80420004237783,0.0,0.0,19.78475681165901,7.542391200291387,6.407056874740043,55.559874115307565,45.559874115307565,25.559874115307565,10.559874115307565
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.843748470046236,0.0,0.0,0.0,0.0,0.0,49.156251529953764,0.0,0.0,8.630829072672507,13.352018936875252,6.464241927820631,74.63125521454296,64.63125521454296,44.63125521454296,29.63125521454296
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.17698500410384,0.0,0.0,0.0,0.0,0.0,50.82301499589616,0.0,0.0,15.082033211088179,19.042321612411715,6.402651131054163,50.567682238370956,40.567682238370956,20.567682238370956,5.567682238370956
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.39196572483829,0.0,0.0,0.0,0.0,0.0,50.60803427516171,0.0,0.0,16.424294229930766,15.440446950124596,6.458577558127346,73.43303209970631,63.43303209970631,43.43303209970631,28.43303209970631
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.09045457782108,0.0,0.0,0.0,0.0,0.0,50.90954542217892,0.0,0.0,8.564563159885996,13.550917551340474,6.494023024142495,52.815163784091865,42.815163784091865,22.815163784091865,7.815163784091865
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.65066066152653,0.0,0.0,0.0,0.0,0.0,50.34933933847347,0.0,0.0,15.923245229177894,6.457647406561528,6.4575474177875885,55.9408958134036,45.9408958134036,25.9408958134036,10.9408958134036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.777354579378965,0.0,0.0,0.0,0.0,0.0,50.222645420621035,0.0,0.0,10.516746990788798,14.225108400487546,6.438816992620652,55.87631233885524,45.87631233885524,25.876312338855243,10.876312338855243
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.54269806354779,0.0,0.0,0.0,0.0,0.0,50.45730193645221,0.0,0.0,14.484587458903691,19.85080775156395,6.464328821844235,82.46051510580318,72.46051510580318,52.46051510580318,37.46051510580318
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.657475018303856,0.0,0.0,0.0,0.0,0.0,49.342524981696144,0.0,0.0,14.50294566141342,7.1012602285478605,6.445825289049152,87.30224396327117,77.30224396327117,57.30224396327117,42.30224396327117
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.71350665338718,0.0,0.0,0.0,0.0,0.0,50.28649334661282,0.0,0.0,13.036620261121378,12.77494478545605,6.454561678931594,79.16843825485799,69.16843825485799,49.16843825485799,34.16843825485799
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.56186901937476,0.0,0.0,0.0,0.0,0.0,50.43813098062524,0.0,0.0,6.354346550816125,18.160596078919333,6.494146480877652,98.10862742372709,88.10862742372709,68.10862742372709,53.108627423727086
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.085392166316495,0.0,0.0,0.0,0.0,0.0,49.914607833683505,0.0,0.0,17.52953743383857,16.111529266313067,6.4386102637800775,68.7435289761852,58.7435289761852,38.7435289761852,23.743528976185203
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.28184844994953,0.0,0.0,0.0,0.0,0.0,50.71815155005047,0.0,0.0,9.811700974576038,15.45523611492902,6.496119056382391,64.28560431409304,54.285604314093035,34.285604314093035,19.285604314093035
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.60439396150808,0.0,0.0,0.0,0.0,0.0,49.39560603849192,0.0,0.0,7.797777655997813,15.53726125980664,6.4905350641956066,93.42995640947302,83.42995640947302,63.42995640947302,48.42995640947302
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.14910128735954,0.0,0.0,0.0,0.0,0.0,50.85089871264046,0.0,0.0,5.611627123321458,10.392367268296328,6.41957911347893,61.17979192597263,51.17979192597263,31.17979192597263,16.17979192597263
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.97377387320103,0.0,0.0,0.0,0.0,0.0,49.02622612679897,0.0,0.0,13.863394147823627,9.4038776639674,6.406936130087517,98.16112697203056,88.16112697203056,68.16112697203056,53.16112697203056
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.54448953859332,0.0,0.0,0.0,0.0,0.0,49.45551046140668,0.0,0.0,15.163465427634236,17.140417332177705,6.410077800137743,50.60772373449082,40.60772373449082,20.60772373449082,5.607723734490818
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.39743136306834,0.0,0.0,0.0,0.0,0.0,50.60256863693166,0.0,0.0,5.248817433917842,17.15170092018771,6.401822182565155,98.49394133538195,88.49394133538195,68.49394133538195,53.49394133538195
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.01104423424721,0.0,0.0,0.0,0.0,0.0,50.98895576575279,0.0,0.0,12.681395874489215,18.006084778701556,6.409444296075593,52.1579955975288,42.1579955975288,22.157995597528803,7.157995597528803
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.63092285690967,0.0,0.0,0.0,0.0,0.0,49.36907714309033,0.0,0.0,8.39743662796907,18.698608288347067,6.468300677341635,94.55715568490356,84.55715568490356,64.55715568490356,49.55715568490356
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.41371468769523,0.0,0.0,0.0,0.0,0.0,49.58628531230477,0.0,0.0,14.677591856141747,12.670135982914067,6.407118864846023,76.385055454315,66.385055454315,46.385055454314994,31.385055454314994
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.45801433608197,0.0,0.0,0.0,0.0,0.0,49.54198566391803,0.0,0.0,7.6154964350748715,12.522744420307994,6.431897563029376,99.64823980596502,89.64823980596502,69.64823980596502,54.64823980596502
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.54254069337189,0.0,0.0,0.0,0.0,0.0,49.45745930662811,0.0,0.0,15.364066071536989,16.974427684501627,6.484487531096946,53.68982823676994,43.68982823676994,23.68982823676994,8.68982823676994
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.14808930346818,0.0,0.0,0.0,0.0,0.0,50.85191069653182,0.0,0.0,10.801030194508062,14.749458961666477,6.402327193573583,77.69271422006604,67.69271422006604,47.69271422006604,32.69271422006604
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.71693145708854,0.0,0.0,0.0,0.0,0.0,50.28306854291146,0.0,0.0,19.050949831051017,15.52950315886555,6.481446848258893,98.46512678095495,88.46512678095495,68.46512678095495,53.46512678095495
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.23173811905026,0.0,0.0,0.0,0.0,0.0,50.76826188094974,0.0,0.0,7.062814162189898,16.936890041541517,6.42818547747734,76.15489220850745,66.15489220850745,46.15489220850745,31.154892208507448
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.726206851751186,0.0,0.0,0.0,0.0,0.0,49.273793148248814,0.0,0.0,10.115995265753877,18.350080127263496,6.411816482762166,81.46993190676312,71.46993190676312,51.46993190676312,36.46993190676312
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.24659625365511,0.0,0.0,0.0,0.0,0.0,49.75340374634489,0.0,0.0,6.702102818608836,10.069927352773037,6.469673716536415,84.78743444923086,74.78743444923086,54.78743444923086,39.78743444923086
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6617960497053,0.0,0.0,0.0,0.0,0.0,50.3382039502947,0.0,0.0,18.87040427417844,10.63374428959916,6.462894284677988,72.72705323838866,62.72705323838866,42.72705323838866,27.727053238388663
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.127116700572046,0.0,0.0,0.0,0.0,0.0,50.872883299427954,0.0,0.0,18.160090300714714,6.4097290976130346,6.487747201352706,81.37790400420317,71.37790400420317,51.377904004203174,36.377904004203174
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.621964643431326,0.0,0.0,0.0,0.0,0.0,50.378035356568674,0.0,0.0,8.869124415727335,13.67420211494261,6.4735071043803885,79.21571559615501,69.21571559615501,49.21571559615501,34.21571559615501
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.65036664405349,0.0,0.0,0.0,0.0,0.0,50.34963335594651,0.0,0.0,14.899760690512686,5.539134106951131,6.480348093038485,95.05790052454944,85.05790052454944,65.05790052454944,50.05790052454944
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.459212356676126,0.0,0.0,0.0,0.0,0.0,49.540787643323874,0.0,0.0,17.258333003018237,11.983970271986902,6.428203457257131,52.272319017072896,42.272319017072896,22.272319017072896,7.2723190170728955
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.275114942710424,0.0,0.0,0.0,0.0,0.0,49.724885057289576,0.0,0.0,13.328012173991935,13.13966952061365,6.417743954377973,64.04815947961151,54.04815947961151,34.04815947961151,19.048159479611513
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.774425485152655,0.0,0.0,0.0,0.0,0.0,49.225574514847345,0.0,0.0,12.944758675340097,9.298118781924266,6.475061475164086,97.52057420382793,87.52057420382793,67.52057420382793,52.520574203827934
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.9444298503239,0.0,0.0,0.0,0.0,0.0,50.0555701496761,0.0,0.0,8.627784363506775,13.862498908535162,6.480683473926726,94.51318919454582,84.51318919454582,64.51318919454582,49.51318919454582
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.239188491876604,0.0,0.0,0.0,0.0,0.0,50.760811508123396,0.0,0.0,6.3965415170884885,5.457503749085742,6.499050514200067,72.78283763928565,62.782837639285646,42.782837639285646,27.782837639285646
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.42648957444599,0.0,0.0,0.0,0.0,0.0,49.57351042555401,0.0,0.0,18.458236369299904,5.5602228312382165,6.441261767691143,81.00662989007684,71.00662989007684,51.00662989007684,36.00662989007684
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.52157009723379,0.0,0.0,0.0,0.0,0.0,49.47842990276621,0.0,0.0,18.506270857449955,17.339008409894873,6.437201808579278,63.86905914905663,53.86905914905663,33.86905914905663,18.869059149056632
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.12255439513899,0.0,0.0,0.0,0.0,0.0,49.87744560486101,0.0,0.0,14.496521859099019,10.402859621168943,6.4776412960742,59.40605798618807,49.40605798618807,29.406057986188067,14.406057986188067
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.54193435990912,0.0,0.0,0.0,0.0,0.0,49.45806564009088,0.0,0.0,10.08544686573051,6.905907689778272,6.434080354025302,73.18492024699911,63.18492024699911,43.18492024699911,28.184920246999113
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98759119272878,0.0,0.0,0.0,0.0,0.0,50.01240880727122,0.0,0.0,10.238143619189913,12.833648900822066,6.4930757325603565,67.66761140130264,57.667611401302636,37.667611401302636,22.667611401302636
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04546565876399,0.0,0.0,0.0,0.0,0.0,49.95453434123601,0.0,0.0,15.889335183053591,16.54990329647916,6.485841275184301,79.1828055925436,69.1828055925436,49.1828055925436,34.1828055925436
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.8550820367171,0.0,0.0,0.0,0.0,0.0,50.1449179632829,0.0,0.0,18.456653899288657,8.237315412452649,6.442899402737502,53.88673184824924,43.88673184824924,23.88673184824924,8.88673184824924
